year,country,wine_type,activity_type,quantity
2011,Hungary,White wine,Total production other than for vinification (1000 hl),0
2011,Hungary,White wine,Losses from evaporation (1000 hl),0
2011,Hungary,White wine,Imports from EU (1000 t),0
2011,Hungary,White wine,Imports from third countries (1000 hl),1.6
2011,Hungary,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),648.4
2011,Hungary,White wine,Gross human consumption (1000 hl),1629
2011,Hungary,White wine,Degree of self-sufficiency (%),0
2011,Hungary,White wine,Vinegar manufacture (1000 hl),0
2011,Hungary,White wine,Imports0 bottled (1000 hl),0.1
2011,Hungary,White wine,Exports0 bottled (1000 hl),27.8
2011,Hungary,Quality wines P.S.R. - Total,Official production (1000 hl),0
2011,Hungary,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2011,Hungary,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2011,Hungary,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2011,Hungary,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2011,Hungary,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2011,Hungary,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2011,Hungary,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2011,Hungary,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2011,Hungary,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2011,Hungary,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2011,Hungary,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2011,Hungary,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2012,Hungary,Vermouth,Official production (1000 hl),0
2012,Hungary,Vermouth,Most intended for the production of grape juice (1000 hl),0
2012,Hungary,Vermouth,Usable production (1000 hl),0
2012,Hungary,Vermouth,Total production other than for vinification (1000 hl),0
2012,Hungary,Vermouth,Losses from evaporation (1000 hl),0
2012,Hungary,Vermouth,Imports from EU (1000 t),0
2012,Hungary,Vermouth,Imports from third countries (1000 hl),0
2012,Hungary,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2012,Hungary,Vermouth,Gross human consumption (1000 hl),0
2012,Hungary,Vermouth,Degree of self-sufficiency (%),0
2012,Hungary,Vermouth,Vinegar manufacture (1000 hl),0
2012,Hungary,Vermouth,Imports0 bottled (1000 hl),0
2012,Hungary,Vermouth,Exports0 bottled (1000 hl),0
2012,Hungary,Wine - Total,Official production (1000 hl),0
2012,Hungary,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2012,Hungary,Wine - Total,Usable production (1000 hl),2822.1
2012,Hungary,Wine - Total,Total production other than for vinification (1000 hl),0
2012,Hungary,Wine - Total,Losses from evaporation (1000 hl),0
2012,Hungary,Wine - Total,Imports from EU (1000 t),0
2012,Hungary,Wine - Total,Imports from third countries (1000 hl),10.7
2012,Hungary,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),648
2012,Hungary,Wine - Total,Gross human consumption (1000 hl),2558.9
2012,Hungary,Wine - Total,Degree of self-sufficiency (%),0
2012,Hungary,Wine - Total,Vinegar manufacture (1000 hl),0
2012,Hungary,Wine - Total,Imports0 bottled (1000 hl),2.7
2012,Hungary,Wine - Total,Exports0 bottled (1000 hl),48.8
2012,Hungary,Red and rose wine,Official production (1000 hl),0
2012,Hungary,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2012,Hungary,Red and rose wine,Usable production (1000 hl),0
2012,Hungary,Red and rose wine,Total production other than for vinification (1000 hl),0
2012,Hungary,Red and rose wine,Losses from evaporation (1000 hl),0
2012,Hungary,Red and rose wine,Imports from EU (1000 t),0
2012,Hungary,Red and rose wine,Imports from third countries (1000 hl),0
2012,Hungary,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2012,Hungary,Red and rose wine,Gross human consumption (1000 hl),0
2012,Hungary,Red and rose wine,Degree of self-sufficiency (%),0
2012,Hungary,Red and rose wine,Vinegar manufacture (1000 hl),0
2012,Hungary,Red and rose wine,Imports0 bottled (1000 hl),0
2012,Hungary,Red and rose wine,Exports0 bottled (1000 hl),0
2012,Hungary,White wine,Official production (1000 hl),0
2012,Hungary,White wine,Most intended for the production of grape juice (1000 hl),0
2012,Hungary,White wine,Usable production (1000 hl),1834.4
2012,Hungary,White wine,Total production other than for vinification (1000 hl),0
2012,Hungary,White wine,Losses from evaporation (1000 hl),0
2012,Hungary,White wine,Imports from EU (1000 t),0
2012,Hungary,White wine,Imports from third countries (1000 hl),2.2
2012,Hungary,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),518
2012,Hungary,White wine,Gross human consumption (1000 hl),1609.4
2012,Hungary,White wine,Degree of self-sufficiency (%),0
2012,Hungary,White wine,Vinegar manufacture (1000 hl),0
2012,Hungary,White wine,Imports0 bottled (1000 hl),1.2
2012,Hungary,White wine,Exports0 bottled (1000 hl),30.1
2012,Hungary,Quality wines P.S.R. - Total,Official production (1000 hl),0
2012,Hungary,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2012,Hungary,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2012,Hungary,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2012,Hungary,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2012,Hungary,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2012,Hungary,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2012,Hungary,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2012,Hungary,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2012,Hungary,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2012,Hungary,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2012,Hungary,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2012,Hungary,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2013,Hungary,Vermouth,Official production (1000 hl),0
2013,Hungary,Vermouth,Most intended for the production of grape juice (1000 hl),0
2013,Hungary,Vermouth,Usable production (1000 hl),0
2013,Hungary,Vermouth,Total production other than for vinification (1000 hl),0
2013,Hungary,Vermouth,Losses from evaporation (1000 hl),0
2013,Hungary,Vermouth,Imports from EU (1000 t),0
2013,Hungary,Vermouth,Imports from third countries (1000 hl),0
2013,Hungary,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2013,Hungary,Vermouth,Gross human consumption (1000 hl),0
2013,Hungary,Vermouth,Degree of self-sufficiency (%),0
2013,Hungary,Vermouth,Vinegar manufacture (1000 hl),0
2013,Hungary,Vermouth,Imports0 bottled (1000 hl),0
2013,Hungary,Vermouth,Exports0 bottled (1000 hl),0
2013,Hungary,Wine - Total,Official production (1000 hl),0
2013,Hungary,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2013,Hungary,Wine - Total,Usable production (1000 hl),2243.3
2013,Hungary,Wine - Total,Total production other than for vinification (1000 hl),0
2013,Hungary,Wine - Total,Losses from evaporation (1000 hl),0
2013,Hungary,Wine - Total,Imports from EU (1000 t),0
2013,Hungary,Wine - Total,Imports from third countries (1000 hl),13.4
2013,Hungary,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),722.1
2013,Hungary,Wine - Total,Gross human consumption (1000 hl),2185.6
2013,Hungary,Wine - Total,Degree of self-sufficiency (%),0
2013,Hungary,Wine - Total,Vinegar manufacture (1000 hl),0
2013,Hungary,Wine - Total,Imports0 bottled (1000 hl),0.7
2013,Hungary,Wine - Total,Exports0 bottled (1000 hl),53.8
2013,Hungary,Red and rose wine,Official production (1000 hl),0
2013,Hungary,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2013,Hungary,Red and rose wine,Usable production (1000 hl),0
2013,Hungary,Red and rose wine,Total production other than for vinification (1000 hl),0
2013,Hungary,Red and rose wine,Losses from evaporation (1000 hl),0
2013,Hungary,Red and rose wine,Imports from EU (1000 t),0
2013,Hungary,Red and rose wine,Imports from third countries (1000 hl),0
2013,Hungary,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2013,Hungary,Red and rose wine,Gross human consumption (1000 hl),0
2013,Hungary,Red and rose wine,Degree of self-sufficiency (%),0
2013,Hungary,Red and rose wine,Vinegar manufacture (1000 hl),0
2013,Hungary,Red and rose wine,Imports0 bottled (1000 hl),0
2013,Hungary,Red and rose wine,Exports0 bottled (1000 hl),0
2013,Hungary,White wine,Official production (1000 hl),0
2013,Hungary,White wine,Most intended for the production of grape juice (1000 hl),0
2013,Hungary,White wine,Usable production (1000 hl),1458.1
2013,Hungary,White wine,Total production other than for vinification (1000 hl),0
2013,Hungary,White wine,Losses from evaporation (1000 hl),0
2013,Hungary,White wine,Imports from EU (1000 t),0
2013,Hungary,White wine,Imports from third countries (1000 hl),7
2013,Hungary,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),587.6
2013,Hungary,White wine,Gross human consumption (1000 hl),1186
2013,Hungary,White wine,Degree of self-sufficiency (%),0
2013,Hungary,White wine,Vinegar manufacture (1000 hl),0
2013,Hungary,White wine,Imports0 bottled (1000 hl),0.3
2013,Hungary,White wine,Exports0 bottled (1000 hl),31.9
2013,Hungary,Quality wines P.S.R. - Total,Official production (1000 hl),0
2013,Hungary,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2013,Hungary,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2013,Hungary,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2013,Hungary,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2013,Hungary,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2013,Hungary,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2013,Hungary,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2013,Hungary,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2013,Hungary,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2013,Hungary,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2013,Hungary,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2013,Hungary,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2014,Hungary,Vermouth,Official production (1000 hl),0
2014,Hungary,Vermouth,Most intended for the production of grape juice (1000 hl),0
2014,Hungary,Vermouth,Usable production (1000 hl),0
2014,Hungary,Vermouth,Total production other than for vinification (1000 hl),0
2014,Hungary,Vermouth,Losses from evaporation (1000 hl),0
2014,Hungary,Vermouth,Imports from EU (1000 t),0
2014,Hungary,Vermouth,Imports from third countries (1000 hl),0
2014,Hungary,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2014,Hungary,Vermouth,Gross human consumption (1000 hl),0
2014,Hungary,Vermouth,Degree of self-sufficiency (%),0
2014,Hungary,Vermouth,Vinegar manufacture (1000 hl),0
2014,Hungary,Vermouth,Imports0 bottled (1000 hl),0
2014,Hungary,Vermouth,Exports0 bottled (1000 hl),0
2014,Hungary,Wine - Total,Official production (1000 hl),0
2014,Hungary,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2014,Hungary,Wine - Total,Usable production (1000 hl),2944.2
2014,Hungary,Wine - Total,Total production other than for vinification (1000 hl),0
2014,Hungary,Wine - Total,Losses from evaporation (1000 hl),0
2014,Hungary,Wine - Total,Imports from EU (1000 t),0
2014,Hungary,Wine - Total,Imports from third countries (1000 hl),3.9
2014,Hungary,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),653.1
2014,Hungary,Wine - Total,Gross human consumption (1000 hl),2236.9
2014,Hungary,Wine - Total,Degree of self-sufficiency (%),0
2014,Hungary,Wine - Total,Vinegar manufacture (1000 hl),0
2014,Hungary,Wine - Total,Imports0 bottled (1000 hl),0.5
2014,Hungary,Wine - Total,Exports0 bottled (1000 hl),44.5
2014,Hungary,Red and rose wine,Official production (1000 hl),0
2014,Hungary,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2014,Hungary,Red and rose wine,Usable production (1000 hl),0
2014,Hungary,Red and rose wine,Total production other than for vinification (1000 hl),0
2014,Hungary,Red and rose wine,Losses from evaporation (1000 hl),0
2014,Hungary,Red and rose wine,Imports from EU (1000 t),0
2014,Hungary,Red and rose wine,Imports from third countries (1000 hl),0
2014,Hungary,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2014,Hungary,Red and rose wine,Gross human consumption (1000 hl),0
2014,Hungary,Red and rose wine,Degree of self-sufficiency (%),0
2014,Hungary,Red and rose wine,Vinegar manufacture (1000 hl),0
2014,Hungary,Red and rose wine,Imports0 bottled (1000 hl),0
2014,Hungary,Red and rose wine,Exports0 bottled (1000 hl),0
2014,Hungary,White wine,Official production (1000 hl),0
2014,Hungary,White wine,Most intended for the production of grape juice (1000 hl),0
2014,Hungary,White wine,Usable production (1000 hl),1928.4
2014,Hungary,White wine,Total production other than for vinification (1000 hl),0
2014,Hungary,White wine,Losses from evaporation (1000 hl),0
2014,Hungary,White wine,Imports from EU (1000 t),0
2014,Hungary,White wine,Imports from third countries (1000 hl),2.1
2014,Hungary,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),537.1
2014,Hungary,White wine,Gross human consumption (1000 hl),1287.8
2014,Hungary,White wine,Degree of self-sufficiency (%),0
2014,Hungary,White wine,Vinegar manufacture (1000 hl),0
2014,Hungary,White wine,Imports0 bottled (1000 hl),0.2
2014,Hungary,White wine,Exports0 bottled (1000 hl),29.9
2014,Hungary,Quality wines P.S.R. - Total,Official production (1000 hl),0
2014,Hungary,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2014,Hungary,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2014,Hungary,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2014,Hungary,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2014,Hungary,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2014,Hungary,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2014,Hungary,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2014,Hungary,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2014,Hungary,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2014,Hungary,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2014,Hungary,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2014,Hungary,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2015,Hungary,Vermouth,Official production (1000 hl),0
2015,Hungary,Vermouth,Most intended for the production of grape juice (1000 hl),0
2015,Hungary,Vermouth,Usable production (1000 hl),0
2015,Hungary,Vermouth,Total production other than for vinification (1000 hl),0
2015,Hungary,Vermouth,Losses from evaporation (1000 hl),0
2015,Hungary,Vermouth,Imports from EU (1000 t),0
2015,Hungary,Vermouth,Imports from third countries (1000 hl),0
2015,Hungary,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2015,Hungary,Vermouth,Gross human consumption (1000 hl),0
2015,Hungary,Vermouth,Degree of self-sufficiency (%),0
2015,Hungary,Vermouth,Vinegar manufacture (1000 hl),0
2015,Hungary,Vermouth,Imports0 bottled (1000 hl),0
2015,Hungary,Vermouth,Exports0 bottled (1000 hl),0
2015,Hungary,Wine - Total,Official production (1000 hl),0
2015,Hungary,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2015,Hungary,Wine - Total,Usable production (1000 hl),2585.2
2015,Hungary,Wine - Total,Total production other than for vinification (1000 hl),0
2015,Hungary,Wine - Total,Losses from evaporation (1000 hl),0
2015,Hungary,Wine - Total,Imports from EU (1000 t),0
2015,Hungary,Wine - Total,Imports from third countries (1000 hl),1.3
2015,Hungary,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),733.9
2015,Hungary,Wine - Total,Gross human consumption (1000 hl),2180.5
2015,Hungary,Wine - Total,Degree of self-sufficiency (%),0
2015,Hungary,Wine - Total,Vinegar manufacture (1000 hl),0
2015,Hungary,Wine - Total,Imports0 bottled (1000 hl),0.8
2015,Hungary,Wine - Total,Exports0 bottled (1000 hl),44.5
2015,Hungary,Red and rose wine,Official production (1000 hl),0
2015,Hungary,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2015,Hungary,Red and rose wine,Usable production (1000 hl),0
2015,Hungary,Red and rose wine,Total production other than for vinification (1000 hl),0
2015,Hungary,Red and rose wine,Losses from evaporation (1000 hl),0
2015,Hungary,Red and rose wine,Imports from EU (1000 t),0
2015,Hungary,Red and rose wine,Imports from third countries (1000 hl),0
2015,Hungary,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2015,Hungary,Red and rose wine,Gross human consumption (1000 hl),0
2015,Hungary,Red and rose wine,Degree of self-sufficiency (%),0
2015,Hungary,Red and rose wine,Vinegar manufacture (1000 hl),0
2015,Hungary,Red and rose wine,Imports0 bottled (1000 hl),0
2015,Hungary,Red and rose wine,Exports0 bottled (1000 hl),0
2015,Hungary,White wine,Official production (1000 hl),0
2015,Hungary,White wine,Most intended for the production of grape juice (1000 hl),0
2015,Hungary,White wine,Usable production (1000 hl),1732.4
2015,Hungary,White wine,Total production other than for vinification (1000 hl),0
2015,Hungary,White wine,Losses from evaporation (1000 hl),0
2015,Hungary,White wine,Imports from EU (1000 t),0
2015,Hungary,White wine,Imports from third countries (1000 hl),0.4
2015,Hungary,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),590.5
2015,Hungary,White wine,Gross human consumption (1000 hl),1282.8
2015,Hungary,White wine,Degree of self-sufficiency (%),0
2015,Hungary,White wine,Vinegar manufacture (1000 hl),0
2015,Hungary,White wine,Imports0 bottled (1000 hl),0.4
2015,Hungary,White wine,Exports0 bottled (1000 hl),29.9
2015,Hungary,Quality wines P.S.R. - Total,Official production (1000 hl),0
2015,Hungary,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2015,Hungary,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2015,Hungary,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2015,Hungary,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2015,Hungary,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2015,Hungary,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2015,Hungary,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2015,Hungary,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2015,Hungary,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2015,Hungary,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2015,Hungary,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2015,Hungary,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2006,Ireland,Vermouth,Official production (1000 hl),0
2006,Ireland,Vermouth,Most intended for the production of grape juice (1000 hl),0
2006,Ireland,Vermouth,Usable production (1000 hl),0
2006,Ireland,Vermouth,Total production other than for vinification (1000 hl),0
2006,Ireland,Vermouth,Losses from evaporation (1000 hl),0
2006,Ireland,Vermouth,Imports from EU (1000 t),0
2006,Ireland,Vermouth,Imports from third countries (1000 hl),0
2006,Ireland,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2006,Ireland,Vermouth,Gross human consumption (1000 hl),0
2006,Ireland,Vermouth,Degree of self-sufficiency (%),0
2006,Ireland,Vermouth,Vinegar manufacture (1000 hl),0
2006,Ireland,Vermouth,Imports0 bottled (1000 hl),0
2006,Ireland,Vermouth,Exports0 bottled (1000 hl),0
2006,Ireland,Wine - Total,Official production (1000 hl),0
2006,Ireland,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2006,Ireland,Wine - Total,Usable production (1000 hl),0
2006,Ireland,Wine - Total,Total production other than for vinification (1000 hl),0
2006,Ireland,Wine - Total,Losses from evaporation (1000 hl),0
2006,Ireland,Wine - Total,Imports from EU (1000 t),325
2006,Ireland,Wine - Total,Imports from third countries (1000 hl),348
2006,Ireland,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),4
2006,Ireland,Wine - Total,Gross human consumption (1000 hl),524
2006,Ireland,Wine - Total,Degree of self-sufficiency (%),0
2006,Ireland,Wine - Total,Vinegar manufacture (1000 hl),0
2006,Ireland,Wine - Total,Imports0 bottled (1000 hl),348
2006,Ireland,Wine - Total,Exports0 bottled (1000 hl),1
2006,Ireland,Red and rose wine,Official production (1000 hl),0
2006,Ireland,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2006,Ireland,Red and rose wine,Usable production (1000 hl),0
2006,Ireland,Red and rose wine,Total production other than for vinification (1000 hl),0
2006,Ireland,Red and rose wine,Losses from evaporation (1000 hl),0
2006,Ireland,Red and rose wine,Imports from EU (1000 t),0
2006,Ireland,Red and rose wine,Imports from third countries (1000 hl),0
2006,Ireland,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2006,Ireland,Red and rose wine,Gross human consumption (1000 hl),0
2006,Ireland,Red and rose wine,Degree of self-sufficiency (%),0
2006,Ireland,Red and rose wine,Vinegar manufacture (1000 hl),0
2006,Ireland,Red and rose wine,Imports0 bottled (1000 hl),0
2006,Ireland,Red and rose wine,Exports0 bottled (1000 hl),0
2006,Ireland,White wine,Official production (1000 hl),0
2006,Ireland,White wine,Most intended for the production of grape juice (1000 hl),0
2006,Ireland,White wine,Usable production (1000 hl),0
2006,Ireland,White wine,Total production other than for vinification (1000 hl),0
2006,Ireland,White wine,Losses from evaporation (1000 hl),0
2006,Ireland,White wine,Imports from EU (1000 t),0
2006,Ireland,White wine,Imports from third countries (1000 hl),0
2006,Ireland,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2006,Ireland,White wine,Gross human consumption (1000 hl),0
2006,Ireland,White wine,Degree of self-sufficiency (%),0
2006,Ireland,White wine,Vinegar manufacture (1000 hl),0
2006,Ireland,White wine,Imports0 bottled (1000 hl),0
2006,Ireland,White wine,Exports0 bottled (1000 hl),0
2006,Ireland,Quality wines P.S.R. - Total,Official production (1000 hl),0
2006,Ireland,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
